latent_dimension,standardized_coefficient_years_per_sd,absolute_standardized_coefficient,original_scale_coefficient,absolute_rank
1045,-0.3742901,0.3742901,-22.557183127151593,817
276,0.37427095,0.37427095,15.62835656502537,818
1232,0.37367836,0.37367836,17.83988547477031,819
434,0.3729313,0.3729313,15.553801700824387,820
832,-0.37285188,0.37285188,-15.568620970899481,821
1359,0.37259266,0.37259266,20.063716797762638,822
1399,-0.371935,0.371935,-15.785800147677914,823
934,0.37140155,0.37140155,15.68596033226164,824
923,-0.37106213,0.37106213,-15.886577682689111,825
1233,0.37076294,0.37076294,19.409683977950618,826
508,-0.37058187,0.37058187,-15.464886147612782,827
554,-0.36737525,0.36737525,-15.200346764097882,828
1326,-0.36696193,0.36696193,-13.734042242028575,829
779,0.36491257,0.36491257,14.939428486134464,830
1184,0.36399812,0.36399812,18.343239042224468,831
859,0.36315086,0.36315086,15.086894137698353,832
1000,0.362704,0.362704,14.725671098959248,833
393,-0.3619616,0.3619616,-14.18716615427752,834
1138,-0.36155266,0.36155266,-19.683543423069445,835
684,0.3608988,0.3608988,15.523925202153098,836
566,-0.36022675,0.36022675,-15.035731629724815,837
664,-0.35858694,0.35858694,-15.335914483934976,838
686,-0.35828555,0.35828555,-15.143113190931594,839
1416,0.35742134,0.35742134,15.795929291612497,840
906,0.35714754,0.35714754,15.042682708445767,841
277,0.3561433,0.3561433,15.698774775944187,842
1201,-0.35610488,0.35610488,-16.327575967110867,843
1247,-0.35578856,0.35578856,-17.83211683616664,844
691,0.35537878,0.35537878,14.204822121631887,845
544,0.3551308,0.3551308,14.20627633831517,846
1035,-0.3551053,0.3551053,-18.561953540094198,847
1182,-0.35480046,0.35480046,-15.21931691730675,848
1386,0.35379001,0.35379001,16.900594561922915,849
151,-0.353468,0.353468,-15.276764572935782,850
351,-0.35319626,0.35319626,-14.48415326645448,851
378,0.3526993,0.3526993,13.862984708252933,852
1371,-0.35143456,0.35143456,-21.317428472761716,853
1406,-0.3508003,0.3508003,-17.158265192126766,854
1311,0.34979826,0.34979826,18.31996482329483,855
466,-0.34970778,0.34970778,-14.916884201387784,856
1450,-0.34944987,0.34944987,-16.199938531617736,857
1352,-0.34944212,0.34944212,-15.43319541252799,858
743,-0.34846842,0.34846842,-14.355213202987313,859
495,-0.34798142,0.34798142,-13.9550629972322,860
667,-0.34793118,0.34793118,-14.549881937632513,861
1213,-0.3470113,0.3470113,-16.602971165135074,862
1127,-0.345084,0.345084,-19.438849998940807,863
250,-0.34460187,0.34460187,-14.957242259318766,864
606,0.34345,0.34345,14.669543387807627,865
1340,-0.3423845,0.3423845,-15.220036869687876,866
132,-0.34234104,0.34234104,-14.618991051735163,867
69,0.34196675,0.34196675,13.98597334023964,868
1097,0.3415262,0.3415262,16.022873405560887,869
1140,-0.3411572,0.3411572,-16.343862332708117,870
1481,0.34038764,0.34038764,17.467955215790646,871
81,0.34035543,0.34035543,13.875112334195356,872
1290,0.34008414,0.34008414,15.613290488751938,873
1241,0.3395926,0.3395926,13.129287579954347,874
1407,0.3393634,0.3393634,17.58063158648157,875
1162,0.33825225,0.33825225,17.589157155681708,876
395,-0.33762687,0.33762687,-13.951537455254819,877
670,-0.33601624,0.33601624,-14.16861276772799,878
1212,-0.3359668,0.3359668,-15.580460765323274,879
