manuscript_id,picture_id,page_number,xml_path,page_key,status,error,hebrew_glyph_count,selected_glyph_count,selection_status,selection_reason
990053866590205171,IE162809363_P000002_FL162809366.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053866590205171/IE162809363/IE162809363_P000002_FL162809366—reco_improved_polys_improved_reading_order.xml,990053866590205171:279:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053866590205171/IE162809363/IE162809363_P000002_FL162809366—reco_improved_polys_improved_reading_order.xml,ok,,491,368,accepted,
990053961360205171,IE160224233_P000002_FL160224248.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053961360205171/IE160224233/IE160224233_P000002_FL160224248—reco_improved_polys_improved_reading_order.xml,990053961360205171:280:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053961360205171/IE160224233/IE160224233_P000002_FL160224248—reco_improved_polys_improved_reading_order.xml,ok,,242,221,accepted,
990053961360205171,IE160224233_P000001_FL160224235.jpg,P000001,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053961360205171/IE160224233/IE160224233_P000001_FL160224235—reco_improved_polys_improved_reading_order.xml,990053961360205171:281:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053961360205171/IE160224233/IE160224233_P000001_FL160224235—reco_improved_polys_improved_reading_order.xml,ok,,720,640,accepted,
990051658990205171,IE164267434_P000002_FL164267437.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051658990205171/IE164267434/IE164267434_P000002_FL164267437—reco_improved_polys_improved_reading_order.xml,990051658990205171:282:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051658990205171/IE164267434/IE164267434_P000002_FL164267437—reco_improved_polys_improved_reading_order.xml,ok,,20,10,accepted,
990051658990205171,IE164267434_P000001_FL164267436.jpg,P000001,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051658990205171/IE164267434/IE164267434_P000001_FL164267436—reco_improved_polys_improved_reading_order.xml,990051658990205171:283:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051658990205171/IE164267434/IE164267434_P000001_FL164267436—reco_improved_polys_improved_reading_order.xml,ok,,87,80,accepted,
990051312350205171,IE167111206_P000002_FL167111209.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051312350205171/IE167111206/IE167111206_P000002_FL167111209—reco_improved_polys_improved_reading_order.xml,990051312350205171:284:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051312350205171/IE167111206/IE167111206_P000002_FL167111209—reco_improved_polys_improved_reading_order.xml,ok,,631,568,accepted,
990051312350205171,IE167111206_P000001_FL167111208.jpg,P000001,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051312350205171/IE167111206/IE167111206_P000001_FL167111208—reco_improved_polys_improved_reading_order.xml,990051312350205171:285:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051312350205171/IE167111206/IE167111206_P000001_FL167111208—reco_improved_polys_improved_reading_order.xml,ok,,504,436,accepted,
990053778250205171,IE168817135_P000001_FL168817137.jpg,P000001,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053778250205171/IE168817135/IE168817135_P000001_FL168817137—reco_improved_polys_improved_reading_order.xml,990053778250205171:286:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053778250205171/IE168817135/IE168817135_P000001_FL168817137—reco_improved_polys_improved_reading_order.xml,ok,,9,2,accepted,
990053778250205171,IE168817135_P000002_FL168817138.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053778250205171/IE168817135/IE168817135_P000002_FL168817138—reco_improved_polys_improved_reading_order.xml,990053778250205171:287:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053778250205171/IE168817135/IE168817135_P000002_FL168817138—reco_improved_polys_improved_reading_order.xml,ok,,4,2,accepted,
990051682850205171,IE169466887_P000001_FL169466889.jpg,P000001,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051682850205171/IE169466887/IE169466887_P000001_FL169466889—reco_improved_polys_improved_reading_order.xml,990051682850205171:288:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051682850205171/IE169466887/IE169466887_P000001_FL169466889—reco_improved_polys_improved_reading_order.xml,ok,,714,674,accepted,
990051682850205171,IE169466887_P000002_FL169466890.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051682850205171/IE169466887/IE169466887_P000002_FL169466890—reco_improved_polys_improved_reading_order.xml,990051682850205171:289:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990051682850205171/IE169466887/IE169466887_P000002_FL169466890—reco_improved_polys_improved_reading_order.xml,ok,,657,599,accepted,
990053170940205171,IE203063175_P000001_FL203063177.jpg,P000001,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053170940205171/IE203063175/IE203063175_P000001_FL203063177—reco_improved_polys_improved_reading_order.xml,990053170940205171:290:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053170940205171/IE203063175/IE203063175_P000001_FL203063177—reco_improved_polys_improved_reading_order.xml,ok,,940,860,accepted,
990053170940205171,IE203063175_P000002_FL203063178.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053170940205171/IE203063175/IE203063175_P000002_FL203063178—reco_improved_polys_improved_reading_order.xml,990053170940205171:291:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053170940205171/IE203063175/IE203063175_P000002_FL203063178—reco_improved_polys_improved_reading_order.xml,ok,,962,874,accepted,
990053308440205171,IE203111475_P000001_FL203111477.jpg,P000001,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053308440205171/IE203111475/IE203111475_P000001_FL203111477—reco_improved_polys_improved_reading_order.xml,990053308440205171:292:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053308440205171/IE203111475/IE203111475_P000001_FL203111477—reco_improved_polys_improved_reading_order.xml,ok,,368,315,accepted,
990053308440205171,IE203111475_P000002_FL203111478.jpg,P000002,/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053308440205171/IE203111475/IE203111475_P000002_FL203111478—reco_improved_polys_improved_reading_order.xml,990053308440205171:293:/nas/archive/paris-data/automatic_transcriptions/geniza/all_04_improved_reading_order/990053308440205171/IE203111475/IE203111475_P000002_FL203111478—reco_improved_polys_improved_reading_order.xml,ok,,354,292,accepted,
