latent_dimension,standardized_coefficient_years_per_sd,absolute_standardized_coefficient,original_scale_coefficient,absolute_rank
375,-1.4680774,1.4680774,-35.28977796709182,301
248,-1.4673345,1.4673345,-36.36822078401793,302
106,1.4319522,1.4319522,33.97061156549341,303
475,-1.4213755,1.4213755,-34.69204416809878,304
295,1.4210675,1.4210675,34.36344254064032,305
441,1.3855528,1.3855528,35.701517752658944,306
83,-1.373505,1.373505,-35.160207484400445,307
100,-1.3633744,1.3633744,-32.430546065743584,308
285,1.3503988,1.3503988,31.628526874577283,309
174,-1.3464562,1.3464562,-31.892405474027843,310
291,1.3449917,1.3449917,33.04373253006436,311
85,-1.3289075,1.3289075,-31.649529288497032,312
243,1.322361,1.322361,32.559672018008506,313
148,1.2892781,1.2892781,31.789691632441436,314
8,-1.2873673,1.2873673,-30.230511039481776,315
210,-1.2743857,1.2743857,-31.034011456278197,316
20,1.2656136,1.2656136,31.63097056622174,317
42,1.263046,1.263046,32.05224233163393,318
199,-1.2576525,1.2576525,-30.763939806632298,319
502,-1.2554744,1.2554744,-30.333693046645227,320
494,1.2510297,1.2510297,29.779506600662263,321
46,1.2475873,1.2475873,28.698226759794533,322
444,-1.2314963,1.2314963,-28.74148965864609,323
425,-1.2309977,1.2309977,-30.646895020495347,324
497,-1.228238,1.228238,-30.979024189639315,325
143,-1.2237273,1.2237273,-28.435848858922213,326
125,1.2170703,1.2170703,29.984487839293937,327
173,1.2123593,1.2123593,29.03170116706386,328
74,-1.2081524,1.2081524,-30.09997565616324,329
112,1.2020007,1.2020007,29.034867018583096,330
69,-1.1966044,1.1966044,-28.983826892103515,331
13,-1.1788317,1.1788317,-30.40044211541022,332
65,-1.1784493,1.1784493,-28.900828364657674,333
191,1.174851,1.174851,29.659901089705723,334
304,1.1698831,1.1698831,26.73013031499597,335
109,1.1557634,1.1557634,30.184718762710183,336
146,-1.154202,1.154202,-28.917102611077954,337
348,-1.1490881,1.1490881,-28.288847097629503,338
197,1.1441084,1.1441084,31.371208623339047,339
324,-1.1325219,1.1325219,-29.062929228259048,340
14,1.1233562,1.1233562,28.52802277381831,341
247,1.1192389,1.1192389,27.91558898226232,342
12,-1.1052154,1.1052154,-26.70281279235451,343
136,1.0993623,1.0993623,26.007021196694613,344
110,1.086568,1.086568,27.211337925051332,345
337,-1.0757312,1.0757312,-26.385619011764735,346
428,1.0728663,1.0728663,25.327983706936614,347
51,-1.072559,1.072559,-25.1241407908906,348
467,-1.0711355,1.0711355,-25.475421630406984,349
416,1.07109,1.07109,27.498991674325996,350
124,-1.0698497,1.0698497,-27.241887553038918,351
57,1.0689491,1.0689491,25.285634241442985,352
414,1.064569,1.064569,26.97734885620521,353
404,1.0631235,1.0631235,25.695220766657613,354
208,-1.0579072,1.0579072,-24.719948928453437,355
365,-1.0495965,1.0495965,-26.31067434287484,356
423,1.0440449,1.0440449,26.30953636503878,357
43,1.0252115,1.0252115,23.92807801294871,358
314,-1.000665,1.000665,-24.904290632580697,359
229,-0.985227,0.985227,-24.226340614102167,360
48,0.9851232,0.9851232,23.370155480884584,361
135,-0.9820222,0.9820222,-24.013130331564092,362
407,0.9761591,0.9761591,25.63879965673105,363
488,0.9666444,0.9666444,23.971076655383484,364
219,0.9641137,0.9641137,23.247800487349334,365
138,-0.9535096,0.9535096,-22.774629012916538,366
350,-0.95298404,0.95298404,-25.77761963705319,367
490,-0.93194205,0.93194205,-20.954763114840844,368
91,-0.9271892,0.9271892,-21.606069332352558,369
62,0.9265641,0.9265641,25.368607783492727,370
466,-0.915307,0.915307,-23.035345235870743,371
189,0.91311806,0.91311806,22.00648668269353,372
142,0.9108752,0.9108752,22.071269279593043,373
418,0.90260184,0.90260184,22.178297482915777,374
316,0.8879503,0.8879503,22.287077384863633,375
479,-0.88038534,0.88038534,-21.60505848623672,376
159,-0.8765188,0.8765188,-23.239168580748334,377
312,-0.8753527,0.8753527,-20.043854403278214,378
377,-0.8722868,0.8722868,-21.972265076713324,379
421,0.8702986,0.8702986,20.639141035305705,380
29,0.86889035,0.86889035,21.724874926028324,381
252,-0.8659642,0.8659642,-21.991135168935283,382
408,-0.8411075,0.8411075,-20.529285605862853,383
126,0.83454335,0.83454335,20.364391192540246,384
376,0.83183527,0.83183527,20.29218580048287,385
52,0.8264049,0.8264049,21.535215730667023,386
178,0.8190006,0.8190006,19.782699677627882,387
158,0.81230694,0.81230694,19.662283681279956,388
